"Start Time (JDate)","Stop Time (JDate)","Duration (sec)"
2458339.12172713,2458339.14002700,1581.109
2458339.38470299,2458339.40301571,1582.219
2458339.64731683,2458339.66564239,1583.328
2458339.90957013,2458339.92790856,1584.440
2458340.17146700,2458340.18981848,1585.568
2458340.43300878,2458340.45137341,1586.704
2458340.69419917,2458340.71257703,1587.847
2458340.95504160,2458340.97343277,1588.997
2458341.21554124,2458341.23394578,1590.152
2458341.47570049,2458341.49411841,1591.309
2458341.73552281,2458341.75395426,1592.477
2458341.99501201,2458342.01345726,1593.669
2458342.25417318,2458342.27263199,1594.841
2458342.51300950,2458342.53148202,1596.025
2458342.77152373,2458342.79000998,1597.212
2458343.02971907,2458343.04821936,1598.426
2458343.28759909,2458343.30611326,1599.625
2458343.54516759,2458343.56369566,1600.825
2458343.80242586,2458343.82096775,1602.020
2458344.05937639,2458344.07793248,1603.246
2458344.31602089,2458344.33459110,1604.466
2458344.57236286,2458344.59094714,1605.682
2458344.82840231,2458344.84700058,1606.891
2458345.08414115,2458345.10275374,1608.127
2458345.33957935,2458345.35820622,1609.361
2458345.59471959,2458345.61336066,1610.588
2458345.84956107,2458345.86821633,1611.815
2458346.10410520,2458346.12277489,1613.061
2458346.35835076,2458346.37703484,1614.304
2458346.61229937,2458346.63099789,1615.552
2458346.86595001,2458346.88466286,1616.790
2458347.11930357,2458347.13803105,1618.054
2458347.37235823,2458347.39110032,1619.317
2458347.62511493,2458347.64387159,1620.575
2458347.87757244,2458347.89634371,1621.838
2458348.12973161,2458348.14851762,1623.111
2458348.38159029,2458348.40039108,1624.389
2458348.63314905,2458348.65196463,1625.666
2458348.88440678,2458348.90323716,1626.945
2458349.13536439,2458349.15420962,1628.228
2458349.38601972,2458349.40487995,1629.524
2458349.63637336,2458349.65524861,1630.821
2458349.88642444,2458349.90531468,1632.117
2458350.13617402,2458350.15507937,1633.422
2458350.38562033,2458350.40454082,1634.730
2458350.63476406,2458350.65369972,1636.041
2458350.88360471,2458350.90255553,1637.350
2458351.13214366,2458351.15110978,1638.673
2458351.38037950,2458351.39936095,1639.997
2458351.62831335,2458351.64731015,1641.323
2458351.87594504,2458351.89495718,1642.649
2458352.12327632,2458352.14230390,1643.983
2458352.37030618,2458352.38934926,1645.322
2458352.61703630,2458352.63609487,1646.661
2458352.86346676,2458352.88254081,1647.998
2458353.10959972,2458353.12868935,1649.344
2458353.35543445,2458353.37453977,1650.699
2458353.60097334,2458353.62009428,1652.049
2458353.84621661,2458353.86535311,1653.394
2458354.09116664,2458354.11031893,1654.758
2458354.33582318,2458354.35499125,1656.121
2458354.58018911,2458354.59937290,1657.480
2458354.82426469,2458354.84346417,1658.835
2458355.06805245,2458355.08726783,1660.209
2458355.31155252,2458355.33078377,1661.580
2458355.55476820,2458355.57401524,1662.944
2458355.79769970,2458355.81696250,1664.306
2458356.04034949,2458356.05962836,1665.694
2458356.28271815,2458356.30201294,1667.070
2458356.52480911,2458356.54411978,1668.442
2458356.76662247,2458356.78594896,1669.809
2458357.00816053,2458357.02750318,1671.205
2458357.24942435,2458357.26878294,1672.582
2458357.49041695,2458357.50979143,1673.955
2458357.73113852,2458357.75052895,1675.334
2458357.97159101,2458357.99099758,1676.728
2458358.21177597,2458358.23119849,1678.106
2458358.45169539,2458358.47113385,1679.483
2458358.69134971,2458358.71080411,1680.860
2458358.93074041,2458358.95021092,1682.252
2458359.16986930,2458359.18935573,1683.627
2458359.40873711,2458359.42823947,1685.003
2458359.64734450,2458359.66686281,1686.382
2458359.88569234,2458359.90522662,1687.761
2458360.12378239,2458360.14333256,1689.135
2458360.36161421,2458360.38118029,1690.509
2458360.59918885,2458360.61877083,1691.883
2458360.83650623,2458360.85610401,1693.248
2458361.07356779,2458361.09318139,1694.615
2458361.31037227,2458361.33000177,1695.989
2458361.54692127,2458361.56656649,1697.347
2458361.78321354,2458361.80287444,1698.701
2458362.01924999,2458362.03892668,1700.066
2458362.25502932,2458362.27472174,1701.425
2458362.49055301,2458362.51026103,1702.773
2458362.72581922,2458362.74554281,1704.117
2458362.96082825,2458362.98056751,1705.472
2458363.19557933,2458363.21533410,1706.812
2458363.43007279,2458363.44984299,1708.145
2458363.66430710,2458363.68409275,1709.480
2458363.89828194,2458363.91808305,1710.816
2458364.13199721,2458364.15181363,1712.138
2458364.36545165,2458364.38528339,1713.462
2458364.59864466,2458364.61849165,1714.780
2458364.83157518,2458364.85143728,1716.086
2458365.06424346,2458365.08412074,1717.397
2458365.29664758,2458365.31653999,1718.705
2458365.52878821,2458365.54869563,1720.001
2458365.76066352,2458365.78058583,1721.288
2458365.99227394,2458366.01221131,1722.589
2458366.22361820,2458366.24357039,1723.869
2458366.45469751,2458366.47466449,1725.148
2458366.68551035,2458366.70549208,1726.422
2458366.91605725,2458366.93605379,1727.702
2458367.14633842,2458367.16634956,1728.963
2458367.37635413,2458367.39637985,1730.223
2458367.60610442,2458367.62614469,1731.479
2458367.83558967,2458367.85564440,1732.728
2458368.06481132,2458368.08488050,1733.977
2458368.29376903,2458368.31385260,1735.220
2458368.52246481,2458368.54256264,1736.453
2458368.75089840,2458368.77101043,1737.679
2458368.97907187,2458368.99919825,1738.919
2458369.20698555,2458369.22712606,1740.140
2458369.43464214,2458369.45479669,1741.353
2458369.66204172,2458369.68221030,1742.566
2458369.88918625,2458369.90936884,1743.776
2458370.11607732,2458370.13627378,1744.975
2458370.34271619,2458370.36292653,1746.173
2458370.56910429,2458370.58932843,1747.366
2458370.79524267,2458370.81548046,1748.544
2458371.02113357,2458371.04138506,1749.729
2458371.24677722,2458371.26704229,1750.902
2458371.47217638,2458371.49245492,1752.066
2458371.69733080,2458371.71762276,1753.225
2458371.92224247,2458371.94254787,1754.386
2458372.14691211,2458372.16723071,1755.527
2458372.37134121,2458372.39167294,1756.662
2458372.59553002,2458372.61587487,1757.796
2458372.81947942,2458372.83983725,1758.916
2458373.04319071,2458373.06356144,1760.031
2458373.26666347,2458373.28704708,1761.144
2458373.48989941,2458373.51029568,1762.238
2458373.71289747,2458373.73330634,1763.326
2458373.93565893,2458373.95608045,1764.419
2458374.15818336,2458374.17861723,1765.486
2458374.38047170,2458374.40091789,1766.551
2458374.60252315,2458374.62298154,1767.605
2458374.82433791,2458374.84480842,1768.652
2458375.04591627,2458375.06639881,1769.691
2458375.26725732,2458375.28775179,1770.722
2458375.48836181,2458375.50886807,1771.742
2458375.70922813,2458375.72974605,1772.749
2458375.92985693,2458375.95038652,1773.757
2458376.15024720,2458376.17078823,1774.745
2458376.37039936,2458376.39095179,1775.729
2458376.59031220,2458376.61087589,1776.703
2458376.80998548,2458376.83056029,1777.664
2458377.02941917,2458377.05000504,1778.619
2458377.24861205,2458377.26920890,1779.568
2458377.46756480,2458377.48817248,1780.504
2458377.68627558,2458377.70689399,1781.431
2458377.90474485,2458377.92537391,1782.350
2458378.12297169,2458378.14361122,1783.255
2458378.34095623,2458378.36160616,1784.154
2458378.55869751,2458378.57935774,1785.044
2458378.77619514,2458378.79686554,1785.923
2458378.99344939,2458379.01412990,1786.796
2458379.21045906,2458379.23114958,1787.661
2458379.42722534,2458379.44792570,1788.512
2458379.64374648,2458379.66445661,1789.355
2458379.86002312,2458379.88074289,1790.188
2458380.07605484,2458380.09678410,1791.008
2458380.29184154,2458380.31258032,1791.830
2458380.50738335,2458380.52813148,1792.638
2458380.72267956,2458380.74343685,1793.430
2458380.93773100,2458380.95849744,1794.221
2458381.15253699,2458381.17331245,1795.000
2458381.36709887,2458381.38788318,1795.765
2458381.58141569,2458381.60220880,1796.524
2458381.79548803,2458381.81628981,1797.274
2458382.00931641,2458382.03012675,1798.013
2458382.22290053,2458382.24371945,1798.755
2458382.43624192,2458382.45706919,1799.476
2458382.64933949,2458382.67017509,1800.196
2458382.86219465,2458382.88303839,1800.898
2458383.07480736,2458383.09565914,1801.593
2458383.28717835,2458383.30803819,1802.290
2458383.49930811,2458383.52017585,1802.973
2458383.71119670,2458383.73207218,1803.641
2458383.92284548,2458383.94372866,1804.307
2458384.13425432,2458384.15514503,1804.957
2458384.34542494,2458384.36632315,1805.605
2458384.55635702,2458384.57726260,1806.242
2458384.76705148,2458384.78796430,1806.867
2458384.97750933,2458384.99842933,1807.487
2458385.18773062,2458385.20865776,1808.105
2458385.39771737,2458385.41865150,1808.709
2458385.60746887,2458385.62840992,1809.307
2458385.81698652,2458385.83793433,1809.891
2458386.02627078,2458386.04722529,1810.470
2458386.23532223,2458386.25628350,1811.054
2458386.44414215,2458386.46510994,1811.617
2458386.65273007,2458386.67370432,1812.175
2458386.86108749,2458386.88206804,1812.719
2458387.06921446,2458387.09020123,1813.257
2458387.27711190,2458387.29810496,1813.800
