"Start Time (JDate)","Stop Time (JDate)","Duration (sec)"
2458464.34435184,2458464.36072643,1414.764
2458464.48676318,2458464.49066602,337.206
2458465.05323850,2458465.08870884,3064.637
2458465.19443131,2458465.22986246,3061.251
2458465.34434167,2458465.36110502,1448.353
2458465.48615422,2458465.49014618,344.906
2458466.04750543,2458466.08423191,3173.168
2458466.18736627,2458466.22433751,3194.315
2458466.33674361,2458466.35480603,1560.593
2458466.47844924,2458466.48306061,398.423
2458467.03546943,2458467.07160583,3122.185
2458467.17280929,2458467.21198265,3384.578
2458467.32148666,2458467.34188007,1761.990
2458467.46362815,2458467.46945578,503.507
2458468.01771546,2458468.05028487,2813.997
2458468.15100543,2458468.19278483,3609.740
2458468.29845108,2458468.32235814,2065.570
2458468.44160374,2458468.44934919,669.207
2458468.99655118,2458469.01755117,1814.399
2458469.12236010,2458469.16664013,3825.795
2458469.26757221,2458469.29624679,2477.483
2458469.41216050,2458469.42275492,915.358
2458470.08744792,2458470.13327579,3959.528
2458470.22904977,2458470.26351615,2977.895
2458470.37491011,2458470.38968821,1276.828
2458471.04704989,2458471.09201570,3885.046
2458471.18355392,2458471.22407116,3500.689
2458471.32935631,2458471.35015499,1797.006
2458471.46838375,2458471.47407932,492.097
2458472.00260952,2458472.04085331,3304.264
2458472.13215545,2458472.17767704,3933.065
2458472.27531527,2458472.30412761,2489.387
2458472.41732277,2458472.42802076,924.306
2458473.07598738,2458473.12374902,4126.605
2458473.21373100,2458473.25149756,3263.031
2458473.35771632,2458473.37541192,1528.900
2458473.49425491,2458473.49637473,183.153
2458474.01628646,2458474.06061412,3829.910
2458474.14670798,2458474.19197883,3911.401
2458474.28879406,2458474.31633179,2379.260
2458474.42845857,2458474.43835995,855.479
2458474.95811681,2458474.98005797,1895.716
2458475.07616108,2458475.12482690,4204.727
2458475.21200116,2458475.25065553,3339.738
2458475.35429709,2458475.37299028,1615.092
2458475.49001390,2458475.49198659,170.440
2458476.00350136,2458476.04771163,3819.767
2458476.13094906,2458476.17794327,4060.299
2458476.27018607,2458476.30105128,2666.755
2458476.40942723,2458476.42171457,1061.626
2458477.04809658,2458477.09692397,4218.687
2458477.17936248,2458477.22234808,3713.956
2458477.31968533,2458477.34365449,2070.935
2458477.45536749,2458477.46242124,609.444
2458477.96539809,2458478.00266775,3220.099
2458478.08674638,2458478.13602450,4257.630
2458478.22056624,2458478.25884625,3307.393
2458478.35994445,2458478.37869330,1619.900
2458478.99425210,2458479.03914147,3878.442
2458479.11854942,2458479.16673052,4162.847
2458479.25385595,2458479.28780712,2933.381
2458479.39132226,2458479.40630777,1294.748
2458480.01734916,2458480.06512934,4128.207
2458480.14305231,2458480.18969864,4030.243
2458480.27883768,2458480.30944109,2644.134
2458480.41437675,2458480.42662335,1058.107
2458480.92193204,2458480.94135009,1677.719
2458481.03369607,2458481.08256939,4222.655
2458481.15995641,2458481.20524995,3913.362
2458481.29545273,2458481.32389508,2457.419
2458481.42950479,2458481.43978731,888.409
2458481.92842288,2458481.95730458,2495.379
2458482.04298413,2458482.09217156,4249.794
2458482.16910337,2458482.21357195,3842.086
2458482.30382272,2458482.33129209,2373.353
2458482.43688174,2458482.44599745,787.597
2458482.93025392,2458482.96206704,2748.653
2458483.04512880,2458483.09426329,4245.220
2458483.17047721,2458483.21479031,3828.652
2458483.30410561,2458483.33174263,2387.839
2458483.43650897,2458483.44549546,776.433
2458483.92607998,2458483.95767859,2730.120
2458484.04018006,2458484.08900418,4218.404
2458484.16419187,2458484.20899487,3870.978
2458484.29644267,2458484.32534408,2497.082
2458484.42834946,2458484.43846892,874.321
2458484.91582488,2458484.94448709,2476.415
